mcc,tp,tn,fp,fn,auroc,auprc,eval_loss,acc,prec_micro,prec_macro,rec_micro,rec_macro,f1_micro,f1_macro,data_name,model_name,seed,train_batch_size,epoch
0.5682892904359856,346.0,1171.0,5.0,420.0,0.9664160050443155,0.9537181555419892,0.4876420577152521,0.7811534500514933,0.7811534500514933,0.8608850353036399,0.7811534500514933,0.7237227136285324,0.7811534500514934,0.7329603049626643,task3,ConfliBERT-scr-uncased,123,8,1
0.8137054762688045,616.0,1151.0,25.0,150.0,0.9822882808475871,0.9699880287163737,0.23798588975505144,0.9098867147270855,0.9098867147270855,0.9228512568634951,0.9098867147270855,0.8914595211452727,0.9098867147270855,0.9024859553664861,task3,ConfliBERT-scr-uncased,123,8,2
0.8381229972780149,644.0,1147.0,29.0,122.0,0.9810149908527379,0.9643374582419987,0.26799467740888966,0.9222451081359423,0.9222451081359423,0.9303853345932319,0.9222451081359423,0.9080356032752526,0.9222451081359423,0.9166536634307794,task3,ConfliBERT-scr-uncased,123,8,3
0.8224108785101408,659.0,1119.0,57.0,107.0,0.9734762704037229,0.9502502675984557,0.32481635279221455,0.9155509783728115,0.9155509783728115,0.9165576840704658,0.9155509783728115,0.9059219640858955,0.9155509783728116,0.910531147570457,task3,ConfliBERT-scr-uncased,123,8,4
0.8421690770368084,665.0,1131.0,45.0,101.0,0.9732831122004938,0.9392255957932548,0.4056091337836512,0.9248197734294542,0.9248197734294542,0.9273195994146699,0.9248197734294542,0.9149404539883839,0.9248197734294542,0.920226390802114,task3,ConfliBERT-scr-uncased,123,8,5
0.8436212733116883,659.0,1138.0,38.0,107.0,0.9700760199641214,0.9331230394427397,0.4642540442260507,0.9253347064881565,0.9253347064881565,0.9297684280882497,0.9253347064881565,0.9140001953784125,0.9253347064881565,0.9204979893690518,task3,ConfliBERT-scr-uncased,123,8,6
0.8463331164056462,680.0,1120.0,56.0,86.0,0.972726949787748,0.9467139166273569,0.5276182951845975,0.9268795056642637,0.9268795056642637,0.9263014636960127,0.9268795056642637,0.9200547059554892,0.9268795056642637,0.9229228087710648,task3,ConfliBERT-scr-uncased,123,8,7
0.7803588701269069,592.0,1144.0,32.0,174.0,0.9716656897746043,0.9522701649823401,0.7922620368938516,0.893923789907312,0.893923789907312,0.9083498696548773,0.893923789907312,0.8728175343244347,0.893923789907312,0.8846001626926205,task3,ConfliBERT-scr-uncased,123,8,8
0.8637450936516116,692.0,1124.0,52.0,74.0,0.9731809825757979,0.9460646687725126,0.5445769329446059,0.9351184346035015,0.9351184346035015,0.9341689554275046,0.9351184346035015,0.9295882843999218,0.9351184346035015,0.9317406562261139,task3,ConfliBERT-scr-uncased,123,8,9
0.8539615631723935,678.0,1129.0,47.0,88.0,0.9739436244471679,0.9548770461606021,0.5814729220409065,0.9304840370751802,0.9304840370751802,0.931431728671408,0.9304840370751802,0.9225757535390136,0.9304840370751802,0.926521099013639,task3,ConfliBERT-scr-uncased,123,8,10
0.8431704154424872,683.0,1114.0,62.0,83.0,0.9769442372249161,0.9661692342386985,0.22241317416414802,0.9253347064881565,0.9253347064881565,0.9237192533907476,0.9253347064881565,0.9194619100904069,0.9253347064881565,0.9214664869479414,task3,ConfliBERT-cont-uncased,123,8,1
0.869602878270818,706.0,1115.0,61.0,60.0,0.9780487913180939,0.9604273165942585,0.19868288961059027,0.9376930998970134,0.9376930998970134,0.9347027656800466,0.9376930998970134,0.9349001349887214,0.9376930998970134,0.9348011685635431,task3,ConfliBERT-cont-uncased,123,8,2
0.8572432344914298,689.0,1121.0,55.0,77.0,0.9763725333475427,0.9606559963048644,0.25151176862452185,0.9320288362512873,0.9320288362512873,0.9309007395838943,0.9320288362512873,0.9263545496527592,0.9320288362512873,0.9284902112845004,task3,ConfliBERT-cont-uncased,123,8,3
0.8427886793316913,655.0,1141.0,35.0,111.0,0.970395730093604,0.9559346318109094,0.3609849906621363,0.9248197734294542,0.9248197734294542,0.9303086076769922,0.9248197734294542,0.9126647395250529,0.9248197734294542,0.9197967395043178,task3,ConfliBERT-cont-uncased,123,8,4
0.8647941818035241,689.0,1128.0,48.0,77.0,0.9723983588213353,0.947355275265892,0.40663242440765585,0.935633367662204,0.935633367662204,0.9354853420562221,0.935633367662204,0.9293307401289497,0.935633367662204,0.9321670253221681,task3,ConfliBERT-cont-uncased,123,8,5
0.8466396436446246,665.0,1135.0,41.0,101.0,0.9655911973144349,0.9529788072758428,0.5339856523876232,0.9268795056642637,0.9268795056642637,0.9301055676265391,0.9268795056642637,0.9166411342604928,0.9268795056642637,0.9223301517773451,task3,ConfliBERT-cont-uncased,123,8,6
0.8528436135956435,682.0,1124.0,52.0,84.0,0.9657876858315129,0.9536177049656646,0.5706644898008087,0.9299691040164778,0.9299691040164778,0.9298094447552194,0.9299691040164778,0.9230608692563187,0.9299691040164778,0.9261431767337807,task3,ConfliBERT-cont-uncased,123,8,7
0.8290530026854696,642.0,1141.0,35.0,124.0,0.9570445018738565,0.9472318198725181,0.7355272886622437,0.9181256436663234,0.9181256436663234,0.9251388069896836,0.9181256436663234,0.9041790998383687,0.9181256436663234,0.9123378254881737,task3,ConfliBERT-cont-uncased,123,8,8
0.8477615917010762,665.0,1136.0,40.0,101.0,0.9631389762171186,0.949292613470908,0.6790430968201077,0.927394438722966,0.927394438722966,0.9308066300876635,0.927394438722966,0.9170663043285199,0.927394438722966,0.9228566767985444,task3,ConfliBERT-cont-uncased,123,8,9
0.8469521089109044,660.0,1140.0,36.0,106.0,0.962783742739916,0.9505758374586915,0.7010425882749718,0.9268795056642637,0.9268795056642637,0.9316018154646593,0.9268795056642637,0.9155032770288272,0.9268795056642637,0.9221217724890736,task3,ConfliBERT-cont-uncased,123,8,10
